,area_type,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk
9751,Super built-up  Area,1,128.2697082088187,770.0,1.0,2.0,43.82,Mundhawa,0.014711790476554878,1
9752,Built-up  Area,1,128.2697082088187,1066.0,2.0,3.0,55.0,Nagar Road,0.02037458629067743,2
9753,Super built-up  Area,1,70.28245074616326,635.0,1.0,0.0,28.0,Nana Peth,0.012129096439708442,1
9754,Super built-up  Area,1,101.27864328335374,1015.0,2.0,1.0,45.0,Narayan Peth,0.019398901876757666,2
9755,Built-up  Area,1,102.78697661668707,1175.0,2.0,0.0,54.05,Narayangaon,0.02245987258709418,2
9756,Plot  Area,1,128.2697082088187,1200.0,4.0,2.0,130.0,Navi Peth,0.022938149260584264,1
9757,Super built-up  Area,0,128.2697082088187,1188.0,2.0,1.0,50.0,Padmavati,0.022708576457309025,2
9758,Plot  Area,1,128.2697082088187,2400.0,5.0,2.0,700.0,Parvati Darshan,0.045895429588108126,1
9759,Super built-up  Area,0,128.2697082088187,620.0,1.0,1.0,25.0,Pashan,0.011842130435614395,1
9760,Built-up  Area,1,101.09597995716035,1210.0,2.0,0.0,75.0,Paud Road,0.023129459929980296,2
9761,Plot  Area,0,108.77864328335374,1000.0,3.0,1.0,90.0,Pirangut,0.01911193587266362,1
9762,Super built-up  Area,1,110.27864328335374,1500.0,2.0,2.0,99.0,Prabhat Road,0.02867746934246523,3
9763,Plot  Area,1,207.52455138573177,1800.0,3.0,2.0,190.0,Pune Railway Station,0.03441678942434619,1
9764,Super built-up  Area,1,56.76358410882713,1185.0,2.0,2.0,43.66,Rasta Peth,0.022651183256490213,2
9765,Built-up  Area,1,115.44530995002042,1600.0,3.0,3.0,130.0,Raviwar Peth,0.03059057603642555,3
9766,Super built-up  Area,1,128.2697082088187,1100.0,2.0,1.0,28.0,Sadashiv Peth,0.02102504256662394,2
9767,Super built-up  Area,1,105.31697661668709,1300.0,2.0,2.0,69.23,Sahakar Nagar,0.024851255954544585,2
9768,Super built-up  Area,1,99.38169424287464,1100.0,2.0,1.0,68.0,Salunke Vihar,0.02102504256662394,2
9769,Super built-up  Area,0,81.71023246251531,860.0,2.0,1.0,28.93,Sasson Road,0.016433586501119167,2
9770,Super built-up  Area,0,128.2697082088187,1007.0,2.0,1.0,64.0,Satara Road,0.01924585334124084,2
9771,Super built-up  Area,1,95.38169424287464,1100.0,2.0,2.0,48.0,Senapati Bapat Road,0.02102504256662394,2
9772,Super built-up  Area,1,59.057992615795925,1187.0,2.0,1.0,38.0,Shaniwar Peth,0.02268944539036942,2
9773,Super built-up  Area,1,128.2697082088187,1150.0,2.0,2.0,72.0,Shivaji Nagar,0.0219815959136041,2
9774,Super built-up  Area,1,152.2388371000175,2400.0,3.0,2.0,252.0,Shukrawar Peth,0.045895429588108126,3
9775,Super built-up  Area,0,128.2697082088187,1180.0,2.0,3.0,41.94,Sinhagad Road,0.022555527921792197,2
9776,Super built-up  Area,1,75.01267659811552,1820.0,3.0,2.0,85.2,Somwar Peth,0.03479941076313826,3
9777,Plot  Area,1,128.2697082088187,1200.0,6.0,3.0,180.0,Swargate,0.022938149260584264,1
9778,Plot  Area,1,128.2697082088187,2400.0,6.0,2.0,775.0,Tilak Road,0.045895429588108126,1
9779,Super built-up  Area,1,128.2697082088187,3628.0,4.0,1.0,246.0,Uruli Devachi,0.06938837978994089,4
9780,Built-up  Area,1,101.09597995716035,1430.0,3.0,2.0,70.0,Vadgaon Budruk,0.027338294656693005,3
9781,Super built-up  Area,0,49.165813943422656,700.0,2.0,1.0,40.0,Wadgaon Sheri,0.013372615790782652,2
9782,Plot  Area,1,128.2697082088187,1200.0,1.0,0.0,70.0,Viman Nagar,0.022938149260584264,1
9783,Super built-up  Area,0,73.69380542728386,1165.0,2.0,1.0,40.77,Vishrant Wadi,0.02226856191769815,2
9784,Super built-up  Area,1,128.2697082088187,1569.0,3.0,2.0,118.0,Wagholi,0.02999751296129785,3
9785,Super built-up  Area,1,128.2697082088187,1950.0,4.0,3.0,95.0,Wakadewadi,0.037286449465286677,3
9786,Plot  Area,1,128.2697082088187,1200.0,3.0,1.0,70.0,Wanowrie,0.022938149260584264,1
9787,Super built-up  Area,1,128.2697082088187,2437.0,3.0,2.0,125.0,Warje,0.04660327906487345,3
9788,Super built-up  Area,1,128.2697082088187,950.0,2.0,2.0,46.7,Yerawada,0.018155382525683456,2
9789,Built-up  Area,0,110.5976549750102,1685.0,3.0,3.0,115.0,Alandi Road,0.032216716726291825,3
9790,Super built-up  Area,1,128.2697082088187,3270.0,4.0,3.0,205.0,Ambegaon Budruk,0.06253945782556293,4
9791,Super built-up  Area,1,103.66718597001224,1314.0,2.0,2.0,110.0,Anandnagar,0.02511909089169903,2
9792,Super built-up  Area,0,128.2697082088187,1250.0,3.0,2.0,40.0,Aundh,0.023894702607564423,3
9793,Built-up  Area,1,105.11197661668707,1130.0,2.0,2.0,68.0,Aundh Road,0.021598974574812038,2
9794,Plot  Area,1,128.2697082088187,1200.0,9.0,3.0,122.0,Balaji Nagar,0.022938149260584264,1
9795,Plot  Area,1,128.2697082088187,890.0,5.0,2.0,160.0,Baner,0.017007518509307266,1
9796,Plot  Area,1,128.2697082088187,857.0,3.0,2.0,95.0,Baner road,0.016376193300300358,1
9797,Super built-up  Area,1,117.94530995002042,2247.0,3.0,2.0,145.0,Bhandarkar Road,0.042968376346348834,3
9798,Super built-up  Area,1,104.38169424287464,1550.0,3.0,2.0,85.0,Bhavani Peth,0.02963402268944539,3
9799,Super built-up  Area,1,101.42471451819296,1715.0,2.0,2.0,100.0,Bibvewadi,0.03279064873447992,3
9800,Super built-up  Area,1,70.77904524737487,1053.0,2.0,1.0,53.0,Bopodi,0.02012588242046259,2
9801,Plot  Area,1,128.2697082088187,1200.0,3.0,0.0,50.0,Budhwar Peth,0.022938149260584264,1
9802,Plot  Area,1,128.2697082088187,1800.0,2.0,1.0,230.0,Bund Garden Road,0.03441678942434619,1
9803,Built-up  Area,1,128.2697082088187,2400.0,4.0,0.0,97.0,Camp,0.045895429588108126,1
9804,Super built-up  Area,1,89.1857621889025,1245.0,1.0,3.0,60.0,Chandan Nagar,0.023799047272866407,2
9805,Super built-up  Area,1,171.17812398000817,1320.0,2.0,1.0,160.0,Dapodi,0.02523387729333665,2
9806,Plot  Area,1,214.97016906364752,3940.0,5.0,3.0,265.0,Deccan Gymkhana,0.07535727267509709,1
9807,Built-up  Area,1,75.04199123125765,1241.0,2.0,1.0,65.0,Dehu Road,0.023722523005107996,3
9808,Built-up  Area,1,136.43009787895383,2980.0,4.0,2.0,260.0,Dhankawadi,0.056991448413077996,3
9809,Plot  Area,1,128.2697082088187,600.0,5.0,3.0,130.0,Dhayari Phata,0.01145950909682233,1
9810,Super built-up  Area,1,96.66740852858892,1090.0,2.0,2.0,57.0,Dhole Patil Road,0.020833731897227908,2
9811,Super built-up  Area,1,90.45898246251531,1390.0,2.0,1.0,50.0,Erandwane,0.026573051979108874,3
9812,Plot  Area,1,128.2697082088187,600.0,4.0,3.0,175.0,Fatima Nagar,0.01145950909682233,1
9813,Super built-up  Area,1,156.81026567144607,2750.0,5.0,2.0,275.0,Fergusson College Road,0.05259130301696926,3
9814,Super built-up  Area,0,49.165813943422656,1100.0,2.0,1.0,52.97,Ganesh Peth,0.02102504256662394,3
9815,Built-up  Area,1,110.94530995002042,1350.0,2.0,2.0,103.0,Ganeshkhind,0.025807809301524747,2
9816,Built-up  Area,1,128.2697082088187,800.0,2.0,2.0,55.0,Ghorpade Peth,0.015285722484742975,2
9817,Super built-up  Area,1,128.36235725909648,1787.0,3.0,2.0,116.0,Ghorpadi,0.03416808555413135,3
9818,Built-up  Area,1,128.2697082088187,2400.0,3.0,2.0,220.0,Gokhale Nagar,0.045895429588108126,3
9819,Super built-up  Area,1,180.38169424287463,3700.0,4.0,2.0,325.0,Gultekdi,0.07076581660959232,4
9820,Super built-up  Area,1,128.36235725909648,1691.0,3.0,2.0,93.01,Guruwar peth,0.03233150312792944,3
9821,Super built-up  Area,0,92.44491947949031,2119.0,4.0,3.0,111.0,Hadapsar,0.040519599778079625,4
9822,Plot  Area,0,119.09288109445126,2325.0,3.0,2.0,95.0,Hadapsar Industrial Estate,0.044460599567637885,1
9823,Plot  Area,1,128.2697082088187,570.0,5.0,0.0,80.0,Hingne Khurd,0.010885577088634232,1
9824,Super built-up  Area,1,89.31282274828008,1896.0,3.0,2.0,102.0,Jangali Maharaj Road,0.036253371850548104,3
9825,Super built-up  Area,0,80.96518597001224,1540.0,3.0,2.0,48.51,Kalyani Nagar,0.029442712020049357,3
9826,Super built-up  Area,1,128.2697082088187,1244.0,2.0,2.0,95.0,Karve Nagar,0.023779916205926805,2
9827,Super built-up  Area,1,97.25455138573179,1365.0,2.0,2.0,65.0,Karve Road,0.026094775305618795,3
9828,Super built-up  Area,0,90.52455138573178,580.0,1.0,1.0,27.5,Kasba Peth,0.011076887758030266,1
9829,Super built-up  Area,0,89.02716082083843,1355.0,3.0,2.0,83.87,Katraj,0.025903464636222763,3
9830,Plot  Area,1,128.2697082088187,1500.0,4.0,2.0,180.0,Khadaki,0.02867746934246523,1
9831,Super built-up  Area,1,100.66740852858892,1513.0,2.0,3.0,62.0,Khadki,0.02892617321268007,2
9832,Super built-up  Area,1,128.2697082088187,1175.0,2.0,1.0,41.13,Kharadi,0.02245987258709418,2
9833,Super built-up  Area,0,128.11679649250306,2087.0,4.0,2.0,139.0,Kondhwa,0.03990740563601232,3
9834,Super built-up  Area,0,135.52584075769704,2273.0,3.0,2.0,145.0,Kondhwa Budruk,0.04346578408677852,3
9835,Super built-up  Area,0,137.51010939412487,2050.0,3.0,2.0,150.0,Kondhwa Khurd,0.039199556159247,3
9836,Built-up  Area,1,128.2697082088187,1200.0,2.0,1.0,75.0,Koregaon Park,0.022938149260584264,1
9837,Super built-up  Area,1,128.2697082088187,1190.0,2.0,3.0,59.0,Kothrud,0.022746838591188232,2
9838,Super built-up  Area,1,128.2697082088187,600.0,3.0,2.0,85.0,Law College Road,0.01145950909682233,4
9839,Super built-up  Area,0,128.2697082088187,1019.0,2.0,2.0,49.86,Laxmi Road,0.01947542614451608,2
9840,Super built-up  Area,1,163.15485463750218,1830.0,3.0,2.0,133.0,Lulla Nagar,0.034990721432534296,3
9841,Plot  Area,1,128.2697082088187,4278.0,7.0,1.0,299.0,Mahatma Gandhi Road,0.08182357330068298,1
9842,Super built-up  Area,1,96.23883710001749,1028.0,2.0,1.0,56.0,Mangalwar peth,0.01964760574697251,2
9843,Built-up  Area,1,105.26718597001225,1300.0,2.0,2.0,100.0,Manik Bagh,0.024851255954544585,2
9844,Super built-up  Area,1,98.23883710001749,1160.0,2.0,1.0,67.0,Market yard,0.022172906583000133,2
9845,Super built-up  Area,1,128.2697082088187,1505.0,3.0,2.0,78.0,Model colony,0.028773124677163246,3
9846,Super built-up  Area,1,128.2697082088187,1250.0,2.0,1.0,55.55,Mukund Nagar,0.023894702607564423,2
9847,Plot  Area,1,128.2697082088187,400.0,2.0,1.0,50.0,Mundhawa,0.007633295708901686,1
9848,Super built-up  Area,1,128.2697082088187,1175.0,2.0,1.0,41.68,Nagar Road,0.02245987258709418,2
9849,Super built-up  Area,1,103.37864328335375,1100.0,2.0,2.0,57.6,Nana Peth,0.02102504256662394,2
9850,Super built-up  Area,1,114.08398246251531,2159.0,3.0,2.0,120.0,Narayan Peth,0.04128484245566375,3
9851,Super built-up  Area,0,98.41169424287465,1230.0,2.0,1.0,56.45,Narayangaon,0.02351208126877236,2
9852,Plot  Area,1,128.2697082088187,1200.0,4.0,2.0,180.0,Navi Peth,0.022938149260584264,1
9853,Built-up  Area,1,128.2697082088187,3100.0,6.0,1.0,165.0,Padmavati,0.059287176445830383,1
9854,Built-up  Area,1,128.2697082088187,1200.0,1.0,0.0,48.0,Pashan,0.022938149260584264,1
9855,Super built-up  Area,1,105.61197661668707,1340.0,2.0,1.0,71.0,Paud Road,0.025616498632128715,2
9856,Super built-up  Area,1,100.09597995716035,1750.0,2.0,2.0,89.0,Pirangut,0.033460236077366035,3
9857,Super built-up  Area,1,128.2697082088187,1400.0,2.0,1.0,100.0,Prabhat Road,0.026764362648504906,2
9858,Built-up  Area,1,128.2697082088187,1350.0,3.0,0.0,60.0,Pune Railway Station,0.025807809301524747,3
9859,Super built-up  Area,1,104.11197661668707,1675.0,3.0,3.0,62.0,Rasta Peth,0.03202540605689579,3
9860,Super built-up  Area,0,77.46387822647418,1340.0,2.0,1.0,66.33,Raviwar Peth,0.025616498632128715,2
9861,Built-up  Area,1,128.2697082088187,600.0,1.0,0.0,68.0,Sadashiv Peth,0.01145950909682233,1
9862,Super built-up  Area,1,99.02148246251531,1276.0,2.0,2.0,76.0,Sahakar Nagar,0.024392110347994107,2
9863,Super built-up  Area,1,100.95312281430321,1738.0,2.0,3.0,76.0,Salunke Vihar,0.0332306632740908,3
9864,Super built-up  Area,1,128.2697082088187,1190.0,2.0,2.0,59.9,Sasson Road,0.022746838591188232,2
9865,Super built-up  Area,0,74.32373814259485,1128.0,2.0,1.0,65.45,Satara Road,0.02156071244093283,2
9866,Super built-up  Area,1,95.38169424287464,1250.0,2.0,1.0,55.0,Senapati Bapat Road,0.023894702607564423,2
9867,Built-up  Area,1,104.27740852858892,1450.0,2.0,2.0,90.0,Shaniwar Peth,0.027720915995485068,2
9868,Super built-up  Area,1,102.61197661668707,1084.0,2.0,1.0,53.0,Shivaji Nagar,0.02071894549559029,2
9869,Built-up  Area,1,128.2697082088187,2150.0,4.0,2.0,90.0,Shukrawar Peth,0.041112662853207325,4
9870,Built-up  Area,1,128.2697082088187,6000.0,4.0,0.0,625.0,Sinhagad Road,0.11476727057067973,1
9871,Plot  Area,1,128.2697082088187,600.0,3.0,0.0,77.0,Somwar Peth,0.01145950909682233,1
9872,Super built-up  Area,1,96.58398246251531,1250.0,2.0,2.0,65.0,Swargate,0.023894702607564423,2
9873,Plot  Area,1,128.2697082088187,2400.0,4.0,1.0,240.0,Tilak Road,0.045895429588108126,1
9874,Super built-up  Area,1,104.61197661668707,1304.0,3.0,0.0,65.0,Uruli Devachi,0.024927780222303,3
9875,Super built-up  Area,1,229.44891768077395,1640.0,3.0,2.0,268.0,Vadgaon Budruk,0.03135581871400968,3
9876,Built-up  Area,1,87.87792356071866,980.0,2.0,1.0,77.44,Wadgaon Sheri,0.018729314533871555,2
9877,Super built-up  Area,1,102.02864328335374,1275.0,2.0,2.0,49.5,Viman Nagar,0.024372979281054506,2
9878,Plot  Area,1,128.2697082088187,10030.0,1.0,1.0,150.0,Vishrant Wadi,0.1918654703372807,1
9879,Plot  Area,1,128.2697082088187,2500.0,4.0,0.0,140.0,Wagholi,0.04780853628206845,1
9880,Built-up  Area,1,128.2697082088187,3600.0,4.0,0.0,225.0,Wakadewadi,0.068852709915632,1
9881,Plot  Area,1,109.61197661668707,2400.0,4.0,0.0,95.0,Wanowrie,0.045895429588108126,1
9882,Super built-up  Area,1,161.09597995716035,2300.0,3.0,2.0,280.0,Warje,0.04398232289414781,3
9883,Super built-up  Area,0,78.30860459231711,1450.0,2.0,2.0,70.18,Yerawada,0.027720915995485068,3
9884,Super built-up  Area,1,100.44530995002042,890.0,2.0,1.0,40.0,Alandi Road,0.017007518509307266,2
9885,Super built-up  Area,1,111.20898246251531,1340.0,2.0,3.0,85.0,Ambegaon Budruk,0.025616498632128715,2
9886,Super built-up  Area,1,128.2697082088187,1100.0,2.0,1.0,75.0,Anandnagar,0.02102504256662394,3
9887,Super built-up  Area,1,79.13020663334694,750.0,2.0,1.0,40.0,Aundh,0.014329169137762813,2
9888,Plot  Area,1,128.2697082088187,700.0,4.0,2.0,125.0,Aundh Road,0.013372615790782652,1
9889,Super built-up  Area,1,89.31282274828008,1300.0,2.0,2.0,66.0,Balaji Nagar,0.024851255954544585,2
9890,Super built-up  Area,0,128.2697082088187,1301.0,2.0,1.0,120.0,Baner,0.024870387021484187,2
9891,Built-up  Area,1,128.2697082088187,3200.0,8.0,1.0,130.0,Baner road,0.06120028313979071,1
9892,Plot  Area,1,128.2697082088187,1900.0,2.0,2.0,92.0,Bhandarkar Road,0.03632989611830652,1
9893,Super built-up  Area,0,108.48178826552147,1299.0,2.0,1.0,105.0,Bhavani Peth,0.024832124887604983,2
9894,Super built-up  Area,0,128.2697082088187,1250.0,3.0,3.0,40.0,Bibvewadi,0.023894702607564423,3
9895,Plot  Area,1,143.77864328335374,1600.0,4.0,2.0,300.0,Bopodi,0.03059057603642555,1
9896,Super built-up  Area,1,76.82091228462481,925.0,2.0,1.0,55.0,Budhwar Peth,0.017677105852193377,2
9897,Plot  Area,1,190.69744179092024,3900.0,3.0,3.0,250.0,Bund Garden Road,0.07459202999751297,1
9898,Super built-up  Area,1,128.2697082088187,1107.0,2.0,1.0,45.0,Camp,0.021158960035201162,2
9899,Plot  Area,1,128.2697082088187,1400.0,2.0,2.0,160.0,Chandan Nagar,0.026764362648504906,1
9900,Super built-up  Area,1,128.2697082088187,1300.0,2.0,1.0,67.0,Dapodi,0.024851255954544585,2
9901,Built-up  Area,1,128.2697082088187,570.0,2.0,1.0,62.0,Deccan Gymkhana,0.010885577088634232,2
9902,Super built-up  Area,1,107.09597995716035,1715.0,3.0,2.0,95.0,Dehu Road,0.03279064873447992,3
9903,Built-up  Area,1,128.2697082088187,1200.0,2.0,1.0,55.0,Dhankawadi,0.022938149260584264,2
9904,Plot  Area,1,128.2697082088187,1200.0,5.0,1.0,280.0,Dhayari Phata,0.022938149260584264,1
9905,Super built-up  Area,1,128.2697082088187,703.0,2.0,1.0,60.0,Dhole Patil Road,0.013430008991601461,2
9906,Super built-up  Area,0,128.2697082088187,921.0,2.0,2.0,29.47,Erandwane,0.017600581584434963,2
9907,Super built-up  Area,1,104.61197661668707,1144.0,2.0,2.0,65.0,Fatima Nagar,0.021866809511966484,2
9908,Super built-up  Area,0,49.165813943422656,525.0,1.0,1.0,26.01,Fergusson College Road,0.010024679076352088,1
9909,Super built-up  Area,1,103.11197661668707,1400.0,2.0,2.0,56.0,Ganesh Peth,0.026764362648504906,3
9910,Super built-up  Area,0,67.37528237381245,661.0,1.0,1.0,33.0,Ganeshkhind,0.012626504180138127,1
9911,Plot  Area,1,128.2697082088187,1200.0,6.0,2.0,160.0,Ghorpade Peth,0.022938149260584264,1
9912,Built-up  Area,1,128.2697082088187,1200.0,5.0,2.0,70.0,Ghorpadi,0.022938149260584264,5
9913,Super built-up  Area,1,65.92627903333917,1705.0,3.0,1.0,91.0,Gokhale Nagar,0.03259933806508389,3
9914,Plot  Area,1,128.2697082088187,1035.0,5.0,1.0,170.0,Gultekdi,0.01978152321554973,1
9915,Super built-up  Area,1,102.94530995002042,1430.0,2.0,0.0,55.0,Guruwar peth,0.027338294656693005,3
9916,Super built-up  Area,1,96.52455138573178,1240.0,2.0,2.0,55.0,Hadapsar,0.02370339193816839,2
9917,Super built-up  Area,1,128.2697082088187,1325.0,2.0,2.0,60.8,Hadapsar Industrial Estate,0.025329532628034664,3
9918,Super built-up  Area,1,56.76358410882713,1230.0,2.0,2.0,44.0,Hingne Khurd,0.02351208126877236,2
9919,Super built-up  Area,1,128.2697082088187,1000.0,2.0,3.0,28.0,Jangali Maharaj Road,0.01911193587266362,2
9920,Plot  Area,1,128.2697082088187,740.0,2.0,1.0,24.5,Kalyani Nagar,0.01413785846836678,1
9921,Super built-up  Area,1,62.57843665000681,1330.0,2.0,2.0,46.45,Karve Nagar,0.02542518796273268,3
9922,Super built-up  Area,1,249.6112347547648,3005.0,5.0,2.0,275.0,Karve Road,0.05746972508656808,4
9923,Super built-up  Area,1,122.11197661668707,1300.0,3.0,2.0,170.0,Kasba Peth,0.024851255954544585,3
9924,Super built-up  Area,1,57.98737921923548,1243.0,2.0,2.0,46.0,Katraj,0.0237607851389872,2
9925,Built-up  Area,1,128.2697082088187,936.0,2.0,1.0,60.84,Khadaki,0.017887547588529014,1
9926,Super built-up  Area,0,128.2697082088187,1500.0,2.0,2.0,100.0,Khadki,0.02867746934246523,3
9927,Plot  Area,1,128.2697082088187,1200.0,4.0,1.0,156.0,Kharadi,0.022938149260584264,1
9928,Built-up  Area,1,128.2697082088187,1073.0,2.0,2.0,72.0,Kondhwa,0.020508503759254653,2
9929,Built-up  Area,1,95.45148246251532,1300.0,2.0,2.0,56.0,Kondhwa Budruk,0.024851255954544585,2
9930,Plot  Area,0,256.86718597001226,4201.0,4.0,3.0,435.0,Kondhwa Khurd,0.08035048114633353,1
9931,Built-up  Area,0,128.2697082088187,1065.0,2.0,1.0,30.75,Koregaon Park,0.02035545522373783,2
9932,Super built-up  Area,0,109.03459402982672,1216.0,2.0,1.0,66.88,Kothrud,0.023244246331617913,2
9933,Built-up  Area,1,66.2068743880049,1252.0,3.0,2.0,59.0,Law College Road,0.02393296474144363,3
9934,Super built-up  Area,0,128.2697082088187,1196.0,2.0,1.0,44.8,Laxmi Road,0.02286162499282585,2
9935,Built-up  Area,1,72.30598830834354,1027.0,2.0,2.0,44.0,Lulla Nagar,0.019628474680032905,2
9936,Plot  Area,1,128.2697082088187,610.0,2.0,1.0,75.0,Mahatma Gandhi Road,0.011650819766218363,1
9937,Super built-up  Area,1,128.2697082088187,1270.0,2.0,2.0,57.15,Mangalwar peth,0.02427732394635649,3
9938,Super built-up  Area,0,86.58398246251531,1171.0,2.0,2.0,39.0,Manik Bagh,0.02238334831933577,2
9939,Super built-up  Area,1,128.2697082088187,1215.0,2.0,3.0,48.6,Market yard,0.02322511526467831,3
9940,Plot  Area,1,128.2697082088187,600.0,1.0,0.0,20.0,Model colony,0.01145950909682233,1
9941,Super built-up  Area,0,81.71859298500613,1180.0,2.0,1.0,77.0,Mukund Nagar,0.022555527921792197,2
9942,Built-up  Area,0,40.03784155781442,1160.0,2.0,1.0,33.51,Mundhawa,0.022172906583000133,2
9943,Plot  Area,1,160.4453099500204,4382.0,4.0,3.0,400.0,Nagar Road,0.08381320426240171,1
9944,Super built-up  Area,0,119.35727569286588,2140.0,3.0,2.0,139.0,Nana Peth,0.040921352183811294,3
9945,Super built-up  Area,1,108.95312281430321,1500.0,3.0,1.0,100.0,Narayan Peth,0.02867746934246523,3
9946,Super built-up  Area,1,102.44530995002042,1008.0,2.0,2.0,52.0,Narayangaon,0.019264984408180443,2
9947,Super built-up  Area,1,125.06430229615856,1921.0,4.0,3.0,129.0,Navi Peth,0.03673164852403819,3
9948,Super built-up  Area,1,99.11197661668707,1127.0,2.0,2.0,32.0,Padmavati,0.021541581373993226,2
9949,Super built-up  Area,0,131.31465107779138,1621.0,3.0,1.0,124.0,Parvati Darshan,0.03099232844215722,3
9950,Plot  Area,1,128.2697082088187,2400.0,3.0,0.0,360.0,Pashan,0.045895429588108126,1
9951,Super built-up  Area,1,128.2697082088187,1030.0,2.0,2.0,77.25,Paud Road,0.019685867880851714,3
9952,Super built-up  Area,0,128.2697082088187,1314.0,2.0,1.0,84.0,Pirangut,0.02511909089169903,2
9953,Super built-up  Area,1,74.4765614071516,1220.0,3.0,1.0,56.0,Prabhat Road,0.023320770599376327,3
9954,Plot  Area,0,128.2697082088187,600.0,3.0,1.0,97.0,Pune Railway Station,0.01145950909682233,1
9955,Built-up  Area,1,104.38169424287464,1590.0,2.0,3.0,85.0,Rasta Peth,0.03039926536702952,3
9956,Super built-up  Area,1,128.2697082088187,703.0,2.0,1.0,49.5,Raviwar Peth,0.013430008991601461,2
9957,Super built-up  Area,0,85.53798441112473,1795.0,3.0,2.0,64.62,Sadashiv Peth,0.03432113408964818,3
9958,Built-up  Area,1,128.2697082088187,3000.0,3.0,0.0,132.0,Sahakar Nagar,0.05737406975187006,1
9959,Super built-up  Area,0,128.36235725909648,4395.0,4.0,2.0,242.0,Salunke Vihar,0.08406190813261656,4
9960,Super built-up  Area,1,79.2968733000136,825.0,2.0,1.0,35.0,Sasson Road,0.015763999158233056,2
9961,Super built-up  Area,0,244.66740852858894,4025.0,6.0,1.0,350.0,Satara Road,0.07698341336496337,4
9962,Super built-up  Area,0,128.2697082088187,1254.0,2.0,1.0,70.0,Senapati Bapat Road,0.023971226875322837,3
9963,Built-up  Area,1,128.2697082088187,2040.0,3.0,2.0,114.0,Shaniwar Peth,0.03900824548985097,3
9964,Super built-up  Area,1,163.15485463750218,2215.0,4.0,2.0,154.0,Shivaji Nagar,0.042356182204281535,3
9965,Super built-up  Area,1,133.7622756928659,1478.0,2.0,2.0,125.0,Shukrawar Peth,0.02825658586979396,2
9966,Super built-up  Area,1,260.2985189315854,2475.0,4.0,3.0,337.0,Sinhagad Road,0.04733025960857837,3
9967,Super built-up  Area,1,166.81026567144607,1669.0,3.0,2.0,298.0,Somwar Peth,0.031910619655258175,3
9968,Super built-up  Area,1,107.02864328335374,1820.0,3.0,2.0,79.5,Swargate,0.03479941076313826,3
9969,Super built-up  Area,0,100.95898246251531,1623.0,3.0,1.0,89.0,Tilak Road,0.031030590576036427,3
9970,Super built-up  Area,1,57.98737921923548,1243.0,2.0,2.0,46.0,Uruli Devachi,0.0237607851389872,2
9971,Super built-up  Area,1,87.83398246251531,1200.0,2.0,2.0,40.5,Vadgaon Budruk,0.022938149260584264,2
9972,Super built-up  Area,1,92.97242885556915,1613.0,3.0,3.0,72.0,Wadgaon Sheri,0.030839279906640392,3
9973,Super built-up  Area,1,99.74131774445806,1293.0,2.0,2.0,80.0,Viman Nagar,0.024717338485967362,2
9974,Super built-up  Area,1,82.05273246251531,1065.0,2.0,2.0,28.5,Vishrant Wadi,0.02035545522373783,2
9975,Super built-up  Area,0,105.37364328335373,940.0,2.0,1.0,69.57,Wagholi,0.017964071856287425,2
9976,Super built-up  Area,1,100.38169424287464,1181.0,2.0,1.0,65.0,Wakadewadi,0.022574658988731802,3
9977,Super built-up  Area,1,260.2985189315854,2215.0,3.0,2.0,275.0,Wanowrie,0.042356182204281535,3
9978,Built-up  Area,1,114.58398246251531,1100.0,2.0,2.0,75.0,Warje,0.02102504256662394,1
9979,Super built-up  Area,1,128.2697082088187,1050.0,2.0,1.0,36.0,Yerawada,0.02006848921964378,2
9980,Super built-up  Area,1,85.53536103684856,1260.0,2.0,1.0,75.0,Alandi Road,0.024086013276960454,3
9981,Super built-up  Area,1,128.2697082088187,2800.0,3.0,2.0,425.0,Ambegaon Budruk,0.05354785636394942,5
9982,Super built-up  Area,1,128.2697082088187,1500.0,3.0,2.0,56.0,Anandnagar,0.02867746934246523,3
9983,Plot  Area,1,115.77864328335374,1200.0,6.0,3.0,132.0,Aundh,0.022938149260584264,1
9984,Plot  Area,0,128.2697082088187,1000.0,2.0,0.0,66.0,Aundh Road,0.01911193587266362,1
9985,Super built-up  Area,1,95.83398246251531,1530.0,3.0,3.0,73.0,Balaji Nagar,0.029251401350653326,3
9986,Super built-up  Area,1,63.233592985006126,1140.0,2.0,2.0,46.0,Baner,0.02179028524420807,2
9987,Super built-up  Area,1,97.39783536154788,1864.0,3.0,3.0,115.0,Baner road,0.035641177708480805,3
9988,Built-up  Area,1,93.95312281430321,1575.0,3.0,3.0,55.0,Bhandarkar Road,0.030112299362935472,3
9989,Plot  Area,0,111.09597995716035,1200.0,3.0,2.0,105.0,Bhavani Peth,0.022938149260584264,1
9990,Super built-up  Area,1,101.27864328335374,945.0,2.0,1.0,45.0,Bibvewadi,0.01805972719098544,2
9991,Super built-up  Area,1,128.36235725909648,1691.0,3.0,2.0,100.0,Bopodi,0.03233150312792944,3
9992,Plot  Area,1,128.2697082088187,1200.0,2.0,3.0,135.0,Budhwar Peth,0.022938149260584264,1
9993,Built-up  Area,0,40.03784155781442,1220.0,3.0,1.0,35.25,Bund Garden Road,0.023320770599376327,3
